#NeuralNetwok network teach data file
[QNT ROWS]
36
[QNT OUTPUT NEUR]
7
[QNT INPUT NEUR]
11
[TEACH DATA]
-4.28	4.23	-4.48	-4.35	-4.10	-4.14	-4.53	4.66	4.99	4.03	-4.75	4.62	-4.30	4.63	4.62	-4.73	4.45	4.58
4.14	-4.63	-4.59	-4.19	-4.69	-4.89	-4.98	4.36	4.77	-4.27	-4.15	4.37	4.47	4.91	4.86	-4.25	4.36	4.01
-4.41	-4.54	4.04	-4.53	-4.09	-4.18	-4.98	4.82	-4.93	-4.97	-4.30	-4.03	-4.91	4.94	4.85	-4.65	4.61	-4.41
-4.24	-4.08	-4.60	4.94	-4.04	-4.74	-4.02	4.48	4.57	-4.47	-4.25	-4.27	-4.90	-4.03	4.77	-4.39	-4.40	4.70
-4.96	-4.56	-4.51	-4.34	-4.22	-4.55	-4.07	4.74	-4.15	4.67	-4.93	-4.93	-4.85	4.61	4.25	-4.96	-4.61	4.60
-4.91	-4.02	-4.71	4.16	-4.55	-4.69	-4.46	4.19	-4.09	4.27	-4.58	-4.24	-4.51	-4.52	4.54	-4.61	-4.82	4.05
-4.84	-4.11	-4.48	-4.98	-4.47	4.89	-4.32	-4.85	4.72	4.81	4.99	-5.00	-4.10	4.99	4.86	-4.35	4.76	-4.62
4.59	-4.76	-4.15	-4.03	-4.23	-4.26	-4.10	4.25	4.43	4.72	-4.19	4.60	4.70	4.72	4.60	-4.01	4.43	4.35
-4.34	4.50	-4.14	-4.23	-4.88	-4.29	-4.26	-4.90	4.44	4.86	-4.66	4.03	-4.66	4.56	4.09	-4.81	4.68	4.21
4.39	-4.73	-4.41	-4.42	-4.45	-4.22	-4.51	4.28	-4.67	4.57	-4.99	4.44	4.59	4.41	4.61	-4.11	4.74	4.54
-4.30	-4.50	-4.15	-4.05	-4.83	-4.63	4.81	4.84	4.92	4.83	-4.92	-4.22	-4.74	4.63	4.16	-4.85	-4.07	4.40
-4.27	-4.08	-4.16	-4.99	-4.68	-4.54	4.19	4.27	-4.22	4.21	-4.92	-4.39	-4.53	-4.05	-4.29	-4.81	4.54	-4.90
-4.79	-4.31	4.70	-4.78	-4.70	-4.39	-4.39	-4.43	-4.75	4.55	-4.60	-4.88	-4.51	4.88	4.87	-4.26	4.94	-4.53
-4.27	-4.54	-4.26	-4.76	4.46	-4.21	-4.28	-4.62	4.54	4.11	-4.94	-4.14	-4.48	-4.64	4.98	-4.63	-4.84	4.74
-4.12	-4.16	4.25	-4.44	-4.55	-4.83	-4.67	-4.74	4.34	-4.31	-4.76	-4.84	-4.72	4.26	4.25	-4.51	4.55	-4.59
-4.90	-4.65	-4.07	4.72	-4.34	-4.63	-4.63	-4.69	4.70	4.57	-4.01	-4.77	-4.20	4.90	-4.06	-4.60	-4.80	4.08
