#NeuralNetwok network teach data file
[QNT ROWS]
32
[QNT OUTPUT NEUR]
3
[QNT INPUT NEUR]
5
[TEACH DATA]
-4.31	4.00	-4.19	-4.23	-4.13	-4.39	-4.30	3.52
3.63	3.53	3.66	-4.80	-4.44	-4.19	3.98	3.32
-4.37	3.54	3.74	-4.87	-4.28	3.03	-4.85	3.88
3.73	3.91	-4.11	-4.33	-4.30	3.67	3.11	3.49
-4.18	-4.39	-4.21	-4.82	3.71	-4.70	-4.35	3.08
3.56	-4.02	3.68	-4.88	3.30	-4.78	3.86	3.08
-4.03	-4.37	3.78	-4.70	3.97	3.55	-4.67	3.27
4.80	-4.01	-4.21	-4.04	3.85	3.70	3.31	3.87
3.78	3.90	-4.46	3.60	-4.35	-4.71	-4.72	3.27
-4.40	3.78	3.56	3.77	-4.03	-4.02	3.73	3.96
3.93	3.75	3.57	3.79	-4.96	3.07	-4.42	3.22
-4.04	3.54	-4.43	3.20	-4.54	3.03	3.34	3.10
3.86	-4.17	-4.50	3.14	3.24	-4.79	-4.13	3.02
-4.37	3.91	-4.40	3.52	3.48	-4.31	3.86	3.54
3.52	-4.03	-4.01	3.95	3.33	3.38	-4.07	3.59
-4.27	-4.30	-4.06	3.76	3.34	3.23	3.66	3.01
3.56	-4.10	-4.38	-4.73	-4.17	-4.93	3.78	-4.15
3.92	-4.11	3.65	-4.70	-4.84	3.22	3.04	-4.96
3.91	3.74	-4.36	-4.34	3.45	-4.55	3.94	-4.75
3.86	3.51	3.57	-4.50	3.25	3.31	3.62	-4.40
-4.03	-4.23	-4.23	3.13	-4.44	-4.82	3.17	-4.96
-4.10	-4.47	3.96	3.89	-4.32	3.53	3.86	-4.17
-4.27	3.60	-4.42	3.60	3.01	-4.06	3.72	-4.36
-4.42	3.83	-4.46	3.05	3.30	3.32	3.26	-4.98
3.82	3.79	3.88	-4.48	-4.66	3.58	-4.27	-4.91
-4.42	3.67	3.99	-4.14	3.56	3.96	-4.83	-4.50
3.61	-4.00	3.52	3.45	-4.12	3.85	-4.57	-4.62
3.87	3.59	3.69	3.49	3.96	3.43	-4.69	-4.67
-4.03	3.94	-4.06	-4.17	3.69	-4.21	-4.11	-4.82
3.99	3.66	-4.20	3.31	3.77	-4.46	-4.84	-4.70
3.93	-4.36	-4.40	3.47	-4.97	-4.69	-4.72	-4.20
3.55	3.80	-4.40	-4.04	-4.83	-4.97	-4.01	-4.19
